t[s]	U[V]	I[A]	Piro1[mA]	Piro2[mA]	Piro1[C]	Piro2[C]
30,740	4,431	6,228	6,686	5,482	1067,738	951,526
30,750	4,428	6,240	6,687	5,482	1067,797	951,523
30,760	4,424	6,234	6,687	5,482	1067,801	951,508
30,770	4,429	6,238	6,687	5,481	1067,789	951,469
30,780	4,424	6,238	6,691	5,483	1068,010	951,561
30,790	4,427	6,235	6,687	5,483	1067,783	951,538
30,800	4,423	6,236	6,687	5,482	1067,797	951,494
30,810	4,428	6,245	6,687	5,481	1067,764	951,477
30,820	4,425	6,216	6,686	5,483	1067,752	951,563
30,830	4,427	6,238	6,686	5,482	1067,751	951,529
30,840	4,428	6,242	6,687	5,483	1067,764	951,555
30,850	4,429	6,251	6,686	5,482	1067,757	951,529
30,860	4,425	6,234	6,687	5,482	1067,798	951,533
30,870	4,428	6,240	6,687	5,483	1067,799	951,545
30,880	4,423	6,228	6,686	5,482	1067,741	951,518
30,890	4,424	6,240	6,687	5,481	1067,769	951,469
30,900	4,435	6,243	6,686	5,482	1067,757	951,492
30,910	4,431	6,254	6,686	5,482	1067,752	951,496
30,920	4,428	6,241	6,686	5,482	1067,736	951,531
30,930	4,431	6,245	6,686	5,482	1067,745	951,494
30,940	4,429	6,241	6,682	5,482	1067,506	951,519
30,950	4,429	6,243	6,684	5,482	1067,630	951,534
30,960	4,427	6,247	6,684	5,481	1067,618	951,470
30,970	4,428	6,244	6,686	5,481	1067,746	951,469
30,980	4,423	6,231	6,686	5,479	1067,719	951,368
30,990	4,426	6,244	6,686	5,482	1067,753	951,493
31,000	4,426	6,244	6,685	5,481	1067,654	951,461
31,010	4,431	6,252	6,686	5,480	1067,748	951,387
31,020	4,426	6,235	6,686	5,479	1067,713	951,326
31,030	4,424	6,247	6,686	5,481	1067,706	951,450
31,040	4,426	6,238	6,686	5,479	1067,720	951,325
31,050	4,424	6,231	6,687	5,479	1067,772	951,329
31,060	4,428	6,229	6,683	5,477	1067,562	951,249
31,070	4,431	6,235	6,681	5,479	1067,469	951,367
31,080	4,430	6,236	6,682	5,479	1067,493	951,318
31,090	4,435	6,245	6,682	5,478	1067,537	951,289
31,100	4,426	6,239	6,682	5,478	1067,497	951,294
31,110	4,430	6,233	6,682	5,477	1067,493	951,249
31,120	4,432	6,218	6,686	5,477	1067,746	951,233
31,130	4,429	6,241	6,686	5,478	1067,752	951,268
31,140	4,434	6,248	6,686	5,479	1067,752	951,366
31,150	4,435	6,242	6,686	5,477	1067,756	951,236
31,160	4,435	6,228	6,687	5,476	1067,759	951,174
31,170	4,430	6,249	6,687	5,476	1067,773	951,159
31,180	4,429	6,237	6,686	5,475	1067,703	951,149
31,190	4,429	6,249	6,683	5,475	1067,568	951,152
31,200	4,426	6,224	6,682	5,475	1067,488	951,135
31,210	4,425	6,241	6,681	5,476	1067,453	951,160
31,220	4,427	6,240	6,682	5,477	1067,509	951,214
31,230	4,430	6,233	6,682	5,476	1067,496	951,204
31,240	4,427	6,231	6,682	5,476	1067,497	951,177
31,250	4,426	6,250	6,681	5,476	1067,473	951,181
31,260	4,432	6,239	6,681	5,476	1067,439	951,173
31,270	4,425	6,241	6,682	5,475	1067,497	951,107
31,280	4,424	6,241	6,681	5,475	1067,479	951,112
31,290	4,426	6,242	6,683	5,473	1067,541	951,004
31,300	4,426	6,241	6,682	5,473	1067,510	951,036
31,310	4,429	6,238	6,682	5,474	1067,497	951,044
31,320	4,426	6,221	6,680	5,473	1067,378	950,992
31,330	4,429	6,248	6,677	5,473	1067,233	951,009
31,340	4,432	6,240	6,677	5,473	1067,218	951,030
31,350	4,429	6,237	6,677	5,473	1067,220	951,009
31,360	4,426	6,243	6,677	5,471	1067,251	950,925
31,370	4,432	6,239	6,677	5,471	1067,228	950,927
31,380	4,430	6,224	6,677	5,473	1067,222	951,028
31,390	4,426	6,229	6,676	5,473	1067,206	950,989
31,400	4,432	6,236	6,677	5,471	1067,251	950,897
31,410	4,420	6,230	6,676	5,471	1067,206	950,913
31,420	4,429	6,240	6,677	5,470	1067,251	950,866
31,430	4,428	6,231	6,676	5,470	1067,204	950,850
31,440	4,427	6,224	6,677	5,471	1067,220	950,899
31,450	4,429	6,235	6,678	5,470	1067,268	950,854
31,460	4,426	6,234	6,677	5,470	1067,226	950,848
31,470	4,429	6,227	6,676	5,470	1067,188	950,857
31,480	4,431	6,221	6,676	5,469	1067,162	950,815
31,490	4,434	6,239	6,677	5,470	1067,247	950,843
31,500	4,424	6,236	6,677	5,470	1067,258	950,838
31,510	4,431	6,243	6,677	5,470	1067,257	950,858
31,520	4,428	6,237	6,676	5,469	1067,173	950,813
31,530	4,430	6,242	6,672	5,469	1066,939	950,772
31,540	4,432	6,227	6,671	5,469	1066,913	950,813
31,550	4,429	6,247	6,672	5,470	1066,933	950,865
31,560	4,434	6,240	6,671	5,470	1066,929	950,859
31,570	4,430	6,225	6,671	5,470	1066,923	950,840
31,580	4,434	6,240	6,671	5,470	1066,889	950,842
31,590	4,433	6,232	6,671	5,470	1066,911	950,838
31,600	4,434	6,233	6,674	5,470	1067,049	950,841
31,610	4,424	6,239	6,675	5,470	1067,117	950,830
31,620	4,428	6,240	6,678	5,470	1067,282	950,825
31,630	4,423	6,256	6,677	5,470	1067,221	950,842
31,640	4,424	6,245	6,677	5,469	1067,235	950,804
31,650	4,427	6,242	6,676	5,470	1067,201	950,856
31,660	4,425	6,216	6,672	5,470	1066,986	950,839
31,670	4,425	6,230	6,671	5,470	1066,899	950,851
31,680	4,432	6,229	6,672	5,470	1066,947	950,838
31,690	4,425	6,230	6,669	5,470	1066,816	950,826
31,700	4,430	6,235	6,667	5,470	1066,672	950,854
31,710	4,427	6,242	6,670	5,471	1066,832	950,879
31,720	4,427	6,223	6,666	5,470	1066,652	950,839
31,730	4,430	6,234	6,666	5,470	1066,638	950,832
31,740	4,432	6,238	6,665	5,469	1066,588	950,815
31,750	4,425	6,235	6,666	5,470	1066,621	950,841
31,760	4,435	6,222	6,667	5,470	1066,670	950,848
31,770	4,426	6,236	6,667	5,470	1066,661	950,842
31,780	4,431	6,235	6,669	5,470	1066,794	950,839
31,790	4,432	6,237	6,672	5,470	1066,939	950,854
31,800	4,434	6,229	6,667	5,470	1066,662	950,857
31,810	4,433	6,232	6,666	5,470	1066,644	950,824
31,820	4,433	6,227	6,670	5,470	1066,839	950,838
31,830	4,425	6,232	6,668	5,469	1066,756	950,792
31,840	4,430	6,232	6,666	5,469	1066,632	950,821
31,850	4,421	6,226	6,665	5,469	1066,578	950,821
31,860	4,430	6,225	6,666	5,470	1066,621	950,837
31,870	4,431	6,216	6,666	5,469	1066,621	950,818
31,880	4,429	6,230	6,666	5,470	1066,622	950,865
31,890	4,420	6,229	6,669	5,470	1066,795	950,837
31,900	4,432	6,231	6,666	5,470	1066,651	950,832
31,910	4,432	6,240	6,667	5,471	1066,659	950,896
31,920	4,434	6,232	6,667	5,471	1066,698	950,882
31,930	4,427	6,239	6,666	5,470	1066,628	950,872
31,940	4,430	6,228	6,666	5,470	1066,611	950,830
31,950	4,431	6,226	6,667	5,470	1066,659	950,850
31,960	4,427	6,212	6,667	5,468	1066,712	950,753
31,970	4,432	6,224	6,666	5,470	1066,628	950,855
31,980	4,432	6,224	6,666	5,470	1066,607	950,841
31,990	4,425	6,224	6,666	5,469	1066,640	950,784
32,000	4,435	6,218	6,666	5,465	1066,615	950,579
32,010	4,436	6,244	6,666	5,470	1066,655	950,855
32,020	4,430	6,225	6,666	5,470	1066,614	950,855
32,030	4,429	6,222	6,665	5,469	1066,589	950,803
32,040	4,430	6,232	6,665	5,467	1066,591	950,707
32,050	4,427	6,239	6,666	5,468	1066,639	950,751
32,060	4,430	6,211	6,666	5,468	1066,622	950,755
32,070	4,429	6,232	6,667	5,469	1066,674	950,812
32,080	4,427	6,231	6,666	5,468	1066,648	950,734
32,090	4,431	6,242	6,667	5,467	1066,676	950,667
32,100	4,434	6,220	6,667	5,468	1066,703	950,722
32,110	4,434	6,237	6,665	5,466	1066,602	950,651
32,120	4,425	6,236	6,662	5,466	1066,437	950,642
32,130	4,431	6,225	6,661	5,464	1066,378	950,512
32,140	4,430	6,225	6,660	5,467	1066,326	950,710
32,150	4,430	6,233	6,661	5,466	1066,366	950,618
32,160	4,436	6,226	6,662	5,467	1066,428	950,685
32,170	4,431	6,229	6,662	5,465	1066,393	950,567
32,180	4,434	6,208	6,662	5,467	1066,419	950,707
32,190	4,431	6,228	6,663	5,464	1066,455	950,509
32,200	4,432	6,223	6,661	5,464	1066,358	950,526
32,210	4,434	6,218	6,662	5,464	1066,385	950,533
32,220	4,437	6,208	6,661	5,464	1066,343	950,502
32,230	4,430	6,233	6,660	5,463	1066,283	950,492
32,240	4,437	6,238	6,657	5,464	1066,132	950,536
32,250	4,432	6,226	6,657	5,464	1066,125	950,515
32,260	4,432	6,219	6,657	5,465	1066,126	950,585
32,270	4,430	6,239	6,662	5,464	1066,402	950,505
32,280	4,431	6,226	6,662	5,464	1066,396	950,509
32,290	4,423	6,231	6,661	5,464	1066,365	950,505
32,300	4,432	6,230	6,656	5,463	1066,083	950,476
32,310	4,426	6,225	6,655	5,463	1066,045	950,479
32,320	4,435	6,225	6,656	5,464	1066,105	950,513
32,330	4,428	6,227	6,656	5,464	1066,102	950,501
32,340	4,434	6,228	6,656	5,464	1066,091	950,512
32,350	4,432	6,222	6,657	5,463	1066,125	950,477
32,360	4,433	6,220	6,657	5,462	1066,117	950,404
32,370	4,430	6,233	6,656	5,463	1066,092	950,462
32,380	4,432	6,239	6,656	5,462	1066,092	950,435
32,390	4,429	6,233	6,656	5,463	1066,064	950,482
32,400	4,432	6,221	6,656	5,462	1066,093	950,413
32,410	4,430	6,242	6,656	5,462	1066,087	950,410
32,420	4,439	6,230	6,656	5,460	1066,073	950,298
32,430	4,427	6,227	6,656	5,463	1066,059	950,479
32,440	4,432	6,212	6,656	5,461	1066,099	950,335
32,450	4,429	6,221	6,656	5,461	1066,091	950,339
32,460	4,437	6,228	6,656	5,459	1066,095	950,243
32,470	4,432	6,230	6,657	5,462	1066,111	950,410
32,480	4,431	6,230	6,656	5,457	1066,105	950,161
32,490	4,430	6,226	6,657	5,458	1066,111	950,206
32,500	4,423	6,215	6,653	5,458	1065,915	950,197
32,510	4,429	6,222	6,652	5,457	1065,869	950,120
32,520	4,432	6,227	6,650	5,458	1065,766	950,168
32,530	4,424	6,241	6,651	5,457	1065,798	950,154
32,540	4,429	6,240	6,651	5,457	1065,794	950,136
32,550	4,430	6,241	6,651	5,457	1065,796	950,140
32,560	4,432	6,219	6,651	5,458	1065,796	950,170
32,570	4,425	6,226	6,651	5,457	1065,781	950,133
32,580	4,433	6,219	6,651	5,457	1065,792	950,153
32,590	4,425	6,211	6,651	5,457	1065,784	950,144
32,600	4,431	6,227	6,646	5,452	1065,528	949,886
32,610	4,431	6,219	6,650	5,456	1065,770	950,077
32,620	4,430	6,225	6,648	5,452	1065,664	949,846
32,630	4,432	6,221	6,650	5,451	1065,733	949,806
32,640	4,432	6,227	6,648	5,451	1065,620	949,798
32,650	4,432	6,237	6,651	5,452	1065,802	949,861
32,660	4,437	6,212	6,652	5,451	1065,834	949,799
32,670	4,429	6,228	6,652	5,448	1065,843	949,653
32,680	4,432	6,213	6,650	5,450	1065,766	949,735
32,690	4,432	6,239	6,651	5,449	1065,795	949,697
32,700	4,433	6,214	6,647	5,451	1065,608	949,792
32,710	4,428	6,231	6,648	5,449	1065,634	949,716
32,720	4,425	6,230	6,648	5,451	1065,633	949,803
32,730	4,429	6,229	6,652	5,447	1065,848	949,579
32,740	4,428	6,218	6,650	5,450	1065,763	949,760
32,750	4,427	6,227	6,651	5,447	1065,803	949,612
32,760	4,432	6,224	6,649	5,450	1065,700	949,757
32,770	4,426	6,211	6,648	5,447	1065,627	949,561
32,780	4,429	6,225	6,649	5,450	1065,718	949,773
32,790	4,429	6,224	6,646	5,448	1065,553	949,618
32,800	4,430	6,226	6,647	5,448	1065,577	949,654
32,810	4,426	6,222	6,646	5,445	1065,528	949,497
32,820	4,431	6,210	6,646	5,448	1065,523	949,618
32,830	4,427	6,220	6,649	5,445	1065,680	949,493
32,840	4,434	6,222	6,648	5,445	1065,613	949,452
32,850	4,432	6,216	6,650	5,445	1065,735	949,485
32,860	4,431	6,214	6,646	5,445	1065,523	949,466
32,870	4,429	6,214	6,646	5,446	1065,543	949,521
32,880	4,433	6,219	6,647	5,444	1065,559	949,396
32,890	4,429	6,223	6,646	5,444	1065,544	949,435
32,900	4,431	6,213	6,647	5,445	1065,571	949,458
32,910	4,429	6,210	6,647	5,442	1065,596	949,308
32,920	4,428	6,216	6,646	5,442	1065,509	949,329
32,930	4,426	6,220	6,645	5,442	1065,500	949,297
32,940	4,423	6,214	6,646	5,439	1065,510	949,138
32,950	4,424	6,226	6,646	5,441	1065,511	949,239
32,960	4,427	6,210	6,646	5,439	1065,503	949,129
32,970	4,424	6,222	6,645	5,439	1065,496	949,121
32,980	4,431	6,222	6,643	5,439	1065,380	949,127
32,990	4,427	6,223	6,641	5,440	1065,253	949,187
33,000	4,429	6,222	6,640	5,438	1065,209	949,110
33,010	4,429	6,222	6,640	5,439	1065,209	949,123
33,020	4,431	6,220	6,640	5,439	1065,189	949,150
33,030	4,432	6,229	6,640	5,440	1065,196	949,173
33,040	4,431	6,222	6,640	5,439	1065,221	949,140
33,050	4,428	6,225	6,640	5,438	1065,178	949,072
33,060	4,433	6,209	6,640	5,439	1065,173	949,142
33,070	4,431	6,224	6,640	5,440	1065,202	949,188
33,080	4,430	6,222	6,640	5,440	1065,212	949,186
33,090	4,433	6,239	6,640	5,439	1065,204	949,149
33,100	4,433	6,228	6,640	5,439	1065,211	949,146
33,110	4,429	6,231	6,641	5,439	1065,237	949,119
33,120	4,433	6,214	6,640	5,438	1065,197	949,092
33,130	4,420	6,221	6,640	5,438	1065,198	949,089
33,140	4,429	6,220	6,641	5,438	1065,246	949,100
33,150	4,425	6,225	6,640	5,439	1065,177	949,155
33,160	4,432	6,205	6,639	5,439	1065,167	949,168
33,170	4,427	6,223	6,639	5,439	1065,149	949,146
33,180	4,427	6,217	6,640	5,439	1065,215	949,145
33,190	4,428	6,225	6,640	5,437	1065,176	949,053
33,200	4,428	6,221	6,640	5,439	1065,180	949,134
33,210	4,429	6,227	6,640	5,435	1065,192	948,944
33,220	4,434	6,220	6,639	5,438	1065,159	949,066
33,230	4,429	6,225	6,640	5,433	1065,199	948,834
33,240	4,430	6,217	6,640	5,436	1065,225	948,981
33,250	4,424	6,218	6,640	5,433	1065,196	948,830
33,260	4,430	6,218	6,640	5,436	1065,214	949,002
33,270	4,429	6,224	6,640	5,433	1065,193	948,826
33,280	4,425	6,219	6,640	5,436	1065,224	949,005
33,290	4,427	6,216	6,640	5,434	1065,197	948,852
33,300	4,434	6,211	6,640	5,436	1065,193	949,000
33,310	4,432	6,217	6,641	5,433	1065,239	948,801
33,320	4,431	6,212	6,640	5,435	1065,221	948,943
33,330	4,432	6,231	6,640	5,433	1065,187	948,835
33,340	4,432	6,209	6,640	5,436	1065,184	949,006
33,350	4,426	6,224	6,640	5,434	1065,194	948,844
33,360	4,425	6,221	6,639	5,434	1065,168	948,866
33,370	4,429	6,224	6,639	5,432	1065,161	948,782
33,380	4,425	6,214	6,640	5,437	1065,176	949,040
33,390	4,429	6,226	6,641	5,432	1065,236	948,777
33,400	4,426	6,217	6,640	5,433	1065,217	948,827
33,410	4,427	6,228	6,640	5,432	1065,220	948,769
33,420	4,428	6,208	6,640	5,432	1065,204	948,758
33,430	4,430	6,214	6,640	5,433	1065,202	948,831
33,440	4,431	6,202	6,640	5,433	1065,183	948,832
33,450	4,429	6,213	6,639	5,435	1065,167	948,925
33,460	4,430	6,216	6,639	5,432	1065,160	948,765
33,470	4,424	6,230	6,639	5,434	1065,168	948,863
33,480	4,430	6,219	6,640	5,434	1065,175	948,855
33,490	4,431	6,220	6,639	5,432	1065,172	948,746
33,500	4,432	6,218	6,639	5,434	1065,172	948,859
33,510	4,432	6,211	6,640	5,437	1065,211	949,024
33,520	4,434	6,220	6,640	5,433	1065,207	948,788
33,530	4,430	6,217	6,640	5,435	1065,202	948,917
33,540	4,432	6,227	6,639	5,433	1065,125	948,829
33,550	4,435	6,233	6,640	5,433	1065,175	948,805
33,560	4,432	6,215	6,640	5,436	1065,180	948,957
33,570	4,425	6,221	6,640	5,435	1065,203	948,947
33,580	4,429	6,219	6,639	5,434	1065,121	948,868
33,590	4,428	6,228	6,639	5,436	1065,147	948,977
33,600	4,431	6,222	6,639	5,436	1065,162	948,958
33,610	4,429	6,223	6,640	5,437	1065,181	949,011
33,620	4,432	6,207	6,639	5,437	1065,165	949,046
33,630	4,425	6,221	6,639	5,438	1065,162	949,090
33,640	4,426	6,225	6,640	5,435	1065,183	948,952
33,650	4,432	6,223	6,639	5,437	1065,158	949,049
33,660	4,423	6,217	6,640	5,438	1065,175	949,107
33,670	4,431	6,217	6,639	5,438	1065,161	949,069
33,680	4,431	6,216	6,640	5,434	1065,200	948,896
33,690	4,431	6,227	6,640	5,439	1065,208	949,145
33,700	4,434	6,239	6,640	5,439	1065,173	949,151
33,710	4,427	6,222	6,639	5,439	1065,143	949,145
33,720	4,429	6,219	6,639	5,438	1065,166	949,103
33,730	4,430	6,219	6,639	5,438	1065,138	949,109
33,740	4,434	6,226	6,639	5,439	1065,159	949,136
33,750	4,432	6,214	6,641	5,440	1065,229	949,213
33,760	4,434	6,224	6,640	5,439	1065,178	949,165
33,770	4,429	6,218	6,639	5,442	1065,154	949,292
33,780	4,432	6,221	6,640	5,442	1065,176	949,304
33,790	4,428	6,224	6,640	5,438	1065,195	949,078
33,800	4,426	6,211	6,639	5,443	1065,121	949,346
33,810	4,427	6,220	6,639	5,439	1065,155	949,141
33,820	4,422	6,223	6,639	5,439	1065,168	949,124
33,830	4,422	6,220	6,640	5,440	1065,188	949,177
33,840	4,428	6,216	6,639	5,438	1065,143	949,116
33,850	4,432	6,219	6,640	5,441	1065,176	949,236
33,860	4,427	6,219	6,640	5,442	1065,197	949,321
33,870	4,429	6,217	6,644	5,439	1065,416	949,130
33,880	4,424	6,205	6,643	5,440	1065,363	949,174
33,890	4,420	6,225	6,640	5,440	1065,213	949,187
33,900	4,431	6,215	6,641	5,441	1065,245	949,237
33,910	4,431	6,207	6,640	5,440	1065,210	949,182
33,920	4,434	6,209	6,641	5,439	1065,245	949,153
33,930	4,433	6,220	6,640	5,439	1065,176	949,144
33,940	4,427	6,206	6,640	5,440	1065,225	949,200
33,950	4,425	6,214	6,640	5,442	1065,173	949,325
33,960	4,424	6,218	6,640	5,440	1065,180	949,205
33,970	4,430	6,225	6,641	5,441	1065,238	949,268
33,980	4,425	6,209	6,640	5,440	1065,186	949,222
33,990	4,431	6,209	6,640	5,439	1065,195	949,163
34,000	4,433	6,214	6,640	5,438	1065,211	949,109
34,010	4,426	6,229	6,639	5,439	1065,155	949,134
34,020	4,425	6,220	6,639	5,439	1065,128	949,141
34,030	4,419	6,229	6,639	5,439	1065,163	949,145
34,040	4,425	6,212	6,639	5,440	1065,169	949,189
34,050	4,433	6,216	6,639	5,439	1065,145	949,149
34,060	4,430	6,227	6,640	5,441	1065,212	949,262
34,070	4,429	6,220	6,641	5,440	1065,242	949,194
34,080	4,425	6,207	6,640	5,438	1065,186	949,087
34,090	4,425	6,222	6,640	5,438	1065,217	949,113
34,100	4,430	6,203	6,639	5,439	1065,166	949,139
34,110	4,429	6,203	6,641	5,439	1065,242	949,159
34,120	4,421	6,208	6,640	5,439	1065,193	949,145
34,130	4,427	6,215	6,644	5,439	1065,422	949,159
34,140	4,432	6,214	6,640	5,439	1065,199	949,124
34,150	4,433	6,212	6,640	5,439	1065,177	949,168
34,160	4,436	6,222	6,642	5,438	1065,286	949,100
34,170	4,429	6,219	6,640	5,437	1065,225	949,031
34,180	4,426	6,210	6,644	5,439	1065,426	949,146
34,190	4,427	6,212	6,640	5,437	1065,193	949,028
34,200	4,428	6,212	6,640	5,436	1065,205	948,975
34,210	4,429	6,205	6,640	5,439	1065,218	949,161
34,220	4,435	6,201	6,640	5,438	1065,221	949,099
34,230	4,432	6,221	6,641	5,439	1065,229	949,137
34,240	4,425	6,230	6,640	5,438	1065,206	949,077
34,250	4,425	6,220	6,639	5,434	1065,158	948,850
34,260	4,413	6,214	6,639	5,438	1065,167	949,097
34,270	4,426	6,219	6,640	5,436	1065,211	948,984
34,280	4,430	6,203	6,640	5,437	1065,223	949,008
34,290	4,426	6,218	6,640	5,437	1065,199	949,042
34,300	4,425	6,206	6,640	5,440	1065,179	949,192
34,310	4,429	6,212	6,640	5,433	1065,217	948,839
34,320	4,421	6,203	6,639	5,438	1065,171	949,067
34,330	4,429	6,210	6,640	5,436	1065,182	948,974
34,340	4,423	6,197	6,639	5,433	1065,161	948,822
34,350	4,429	6,218	6,640	5,434	1065,199	948,856
34,360	4,432	6,198	6,640	5,438	1065,173	949,070
34,370	4,429	6,220	6,640	5,435	1065,207	948,934
34,380	4,429	6,206	6,639	5,435	1065,148	948,907
34,390	4,427	6,217	6,640	5,434	1065,210	948,881
34,400	4,425	6,206	6,639	5,433	1065,152	948,838
34,410	4,433	6,208	6,641	5,435	1065,239	948,947
34,420	4,430	6,207	6,641	5,435	1065,254	948,928
34,430	4,435	6,213	6,640	5,433	1065,187	948,793
34,440	4,424	6,212	6,639	5,432	1065,169	948,746
34,450	4,422	6,222	6,640	5,433	1065,192	948,822
34,460	4,425	6,208	6,640	5,433	1065,213	948,807
34,470	4,426	6,209	6,640	5,434	1065,204	948,892
34,480	4,424	6,198	6,639	5,433	1065,165	948,802
34,490	4,428	6,215	6,636	5,432	1065,004	948,766
34,500	4,427	6,206	6,640	5,431	1065,195	948,716
34,510	4,433	6,220	6,636	5,431	1064,982	948,731
34,520	4,423	6,204	6,639	5,432	1065,125	948,778
34,530	4,421	6,203	6,636	5,433	1064,960	948,813
34,540	4,425	6,203	6,635	5,432	1064,918	948,773
34,550	4,419	6,220	6,639	5,433	1065,123	948,794
34,560	4,431	6,221	6,636	5,432	1064,997	948,785
34,570	4,431	6,211	6,635	5,431	1064,909	948,725
34,580	4,430	6,210	6,634	5,431	1064,893	948,711
34,590	4,436	6,215	6,635	5,432	1064,917	948,771
34,600	4,433	6,199	6,634	5,431	1064,868	948,722
34,610	4,431	6,224	6,634	5,431	1064,879	948,723
34,620	4,425	6,204	6,634	5,429	1064,881	948,596
34,630	4,424	6,219	6,636	5,429	1064,975	948,568
34,640	4,426	6,214	6,635	5,428	1064,911	948,560
34,650	4,428	6,206	6,635	5,430	1064,902	948,672
34,660	4,430	6,197	6,634	5,431	1064,855	948,705
34,670	4,426	6,207	6,634	5,428	1064,886	948,562
34,680	4,420	6,203	6,635	5,430	1064,902	948,659
34,690	4,421	6,228	6,639	5,431	1065,161	948,729
34,700	4,421	6,193	6,638	5,428	1065,100	948,517
34,710	4,421	6,204	6,635	5,428	1064,911	948,550
34,720	4,430	6,203	6,634	5,431	1064,844	948,679
34,730	4,432	6,214	6,630	5,428	1064,665	948,518
34,740	4,428	6,203	6,629	5,429	1064,583	948,582
34,750	4,431	6,201	6,629	5,429	1064,598	948,615
34,760	4,423	6,201	6,626	5,426	1064,432	948,420
34,770	4,421	6,211	6,628	5,429	1064,563	948,580
34,780	4,424	6,217	6,628	5,428	1064,564	948,543
34,790	4,434	6,227	6,629	5,427	1064,613	948,498
34,800	4,431	6,228	6,627	5,428	1064,462	948,559
34,810	4,431	6,218	6,624	5,426	1064,334	948,425
34,820	4,431	6,207	6,624	5,427	1064,321	948,474
34,830	4,426	6,210	6,628	5,427	1064,516	948,510
34,840	4,429	6,211	6,629	5,429	1064,613	948,620
34,850	4,425	6,215	6,630	5,426	1064,633	948,441
34,860	4,424	6,205	6,630	5,427	1064,626	948,486
34,870	4,429	6,213	6,629	5,426	1064,604	948,414
34,880	4,424	6,202	6,629	5,425	1064,608	948,400
34,890	4,426	6,216	6,629	5,427	1064,579	948,479
34,900	4,432	6,208	6,626	5,426	1064,422	948,437
34,910	4,434	6,210	6,625	5,426	1064,392	948,452
34,920	4,418	6,197	6,626	5,426	1064,423	948,409
34,930	4,425	6,213	6,629	5,426	1064,576	948,413
34,940	4,417	6,213	6,629	5,426	1064,619	948,411
34,950	4,423	6,201	6,629	5,428	1064,603	948,521
34,960	4,434	6,202	6,628	5,426	1064,539	948,430
34,970	4,436	6,217	6,624	5,425	1064,338	948,397
34,980	4,434	6,214	6,623	5,426	1064,287	948,447
34,990	4,425	6,202	6,624	5,426	1064,308	948,435
35,000	4,412	6,202	6,624	5,426	1064,323	948,426
35,010	4,416	6,204	6,624	5,427	1064,338	948,479
35,020	4,431	6,209	6,629	5,427	1064,582	948,479
35,030	4,442	6,203	6,626	5,426	1064,414	948,407
35,040	4,440	6,208	6,624	5,425	1064,333	948,388
35,050	4,432	6,216	6,623	5,426	1064,272	948,429
35,060	4,419	6,213	6,623	5,426	1064,289	948,450
35,070	4,424	6,207	6,624	5,426	1064,293	948,422
35,080	4,424	6,208	6,624	5,426	1064,304	948,453
35,090	4,431	6,222	6,623	5,425	1064,271	948,392
35,100	4,427	6,202	6,624	5,425	1064,310	948,397
35,110	4,427	6,203	6,624	5,427	1064,302	948,476
35,120	4,418	6,208	6,624	5,425	1064,317	948,400
35,130	4,427	6,220	6,624	5,426	1064,332	948,449
35,140	4,425	6,206	6,624	5,426	1064,311	948,438
35,150	4,433	6,208	6,624	5,426	1064,331	948,446
35,160	4,427	6,204	6,624	5,426	1064,324	948,410
35,170	4,426	6,208	6,625	5,427	1064,354	948,494
35,180	4,430	6,205	6,624	5,428	1064,338	948,556
35,190	4,426	6,207	6,627	5,428	1064,499	948,513
35,200	4,430	6,203	6,629	5,426	1064,616	948,428
35,210	4,427	6,222	6,630	5,426	1064,637	948,426
35,220	4,426	6,206	6,629	5,428	1064,598	948,517
35,230	4,429	6,214	6,629	5,427	1064,575	948,507
35,240	4,426	6,200	6,630	5,431	1064,625	948,689
35,250	4,432	6,217	6,630	5,429	1064,670	948,579
35,260	4,433	6,206	6,630	5,427	1064,652	948,468
35,270	4,428	6,213	6,629	5,427	1064,620	948,497
35,280	4,429	6,207	6,630	5,426	1064,627	948,457
35,290	4,434	6,214	6,629	5,426	1064,588	948,417
35,300	4,431	6,201	6,629	5,426	1064,609	948,411
35,310	4,427	6,200	6,629	5,425	1064,612	948,397
35,320	4,428	6,216	6,629	5,426	1064,596	948,415
35,330	4,424	6,216	6,630	5,427	1064,636	948,476
35,340	4,423	6,203	6,630	5,427	1064,649	948,487
35,350	4,431	6,206	6,630	5,425	1064,646	948,380
35,360	4,430	6,200	6,629	5,428	1064,613	948,561
35,370	4,429	6,199	6,629	5,426	1064,618	948,452
35,380	4,425	6,207	6,627	5,427	1064,505	948,508
35,390	4,425	6,202	6,623	5,425	1064,277	948,395
35,400	4,418	6,201	6,623	5,428	1064,258	948,521
35,410	4,428	6,213	6,624	5,426	1064,325	948,436
35,420	4,427	6,199	6,624	5,426	1064,338	948,434
35,430	4,430	6,222	6,625	5,428	1064,348	948,548
35,440	4,432	6,203	6,624	5,428	1064,333	948,542
35,450	4,433	6,203	6,624	5,426	1064,315	948,444
35,460	4,422	6,201	6,623	5,429	1064,273	948,583
35,470	4,431	6,210	6,623	5,426	1064,286	948,437
35,480	4,431	6,210	6,623	5,426	1064,270	948,426
35,490	4,429	6,212	6,623	5,427	1064,290	948,494
35,500	4,432	6,195	6,624	5,426	1064,331	948,433
35,510	4,430	6,225	6,625	5,427	1064,352	948,466
35,520	4,420	6,199	6,625	5,426	1064,357	948,435
35,530	4,427	6,195	6,624	5,427	1064,309	948,494
35,540	4,424	6,215	6,625	5,425	1064,349	948,356
