t[s]	U[V]	I[A]	Piro1[mA]	Piro2[mA]	Piro1[C]	Piro2[C]
20,780	4,428	6,406	6,923	5,703	1080,744	963,682
20,790	4,415	6,420	6,922	5,703	1080,689	963,646
20,800	4,413	6,414	6,923	5,703	1080,775	963,672
20,810	4,407	6,409	6,927	5,701	1080,999	963,581
20,820	4,403	6,409	6,924	5,701	1080,797	963,548
20,830	4,404	6,407	6,922	5,698	1080,689	963,382
20,840	4,405	6,388	6,920	5,703	1080,608	963,669
20,850	4,413	6,393	6,922	5,702	1080,693	963,618
20,860	4,423	6,406	6,922	5,701	1080,684	963,563
20,870	4,419	6,399	6,918	5,697	1080,493	963,357
20,880	4,427	6,392	6,916	5,701	1080,400	963,557
20,890	4,433	6,400	6,917	5,696	1080,413	963,306
20,900	4,439	6,388	6,918	5,697	1080,469	963,340
20,910	4,440	6,405	6,916	5,697	1080,407	963,334
20,920	4,449	6,401	6,918	5,702	1080,473	963,604
20,930	4,450	6,415	6,917	5,696	1080,446	963,298
20,940	4,446	6,398	6,916	5,697	1080,402	963,337
20,950	4,445	6,405	6,917	5,697	1080,449	963,330
20,960	4,443	6,382	6,912	5,698	1080,159	963,393
20,970	4,438	6,391	6,912	5,696	1080,151	963,283
20,980	4,428	6,394	6,912	5,696	1080,167	963,261
20,990	4,428	6,387	6,911	5,696	1080,079	963,283
21,000	4,417	6,390	6,911	5,697	1080,130	963,358
21,010	4,417	6,400	6,911	5,696	1080,119	963,296
21,020	4,408	6,393	6,912	5,695	1080,151	963,250
21,030	4,406	6,395	6,912	5,697	1080,185	963,323
21,040	4,402	6,392	6,912	5,696	1080,149	963,297
21,050	4,407	6,396	6,910	5,697	1080,075	963,356
21,060	4,410	6,378	6,912	5,696	1080,148	963,281
21,070	4,412	6,406	6,911	5,695	1080,110	963,215
21,080	4,415	6,390	6,910	5,694	1080,069	963,165
21,090	4,421	6,394	6,908	5,696	1079,947	963,287
21,100	4,436	6,400	6,905	5,695	1079,799	963,247
21,110	4,430	6,401	6,906	5,696	1079,855	963,265
21,120	4,440	6,388	6,906	5,693	1079,835	963,104
21,130	4,445	6,400	6,907	5,696	1079,864	963,259
21,140	4,443	6,382	6,905	5,692	1079,797	963,066
21,150	4,448	6,399	6,906	5,692	1079,817	963,085
21,160	4,446	6,404	6,906	5,690	1079,831	962,962
21,170	4,443	6,403	6,906	5,693	1079,830	963,099
21,180	4,449	6,390	6,905	5,691	1079,800	963,006
21,190	4,432	6,400	6,907	5,690	1079,878	962,940
21,200	4,430	6,405	6,907	5,689	1079,882	962,908
21,210	4,428	6,395	6,906	5,689	1079,829	962,896
21,220	4,419	6,386	6,905	5,689	1079,771	962,897
21,230	4,410	6,386	6,904	5,690	1079,711	962,929
21,240	4,416	6,379	6,901	5,690	1079,573	962,958
21,250	4,404	6,388	6,902	5,690	1079,586	962,954
21,260	4,410	6,392	6,902	5,691	1079,584	962,978
21,270	4,407	6,388	6,901	5,689	1079,549	962,921
21,280	4,405	6,388	6,901	5,691	1079,535	962,991
21,290	4,420	6,384	6,901	5,690	1079,557	962,939
21,300	4,420	6,393	6,900	5,690	1079,520	962,971
21,310	4,418	6,394	6,901	5,691	1079,563	962,985
21,320	4,436	6,392	6,903	5,691	1079,653	963,010
21,330	4,435	6,392	6,903	5,691	1079,668	962,984
21,340	4,444	6,387	6,900	5,691	1079,526	963,005
21,350	4,444	6,395	6,901	5,687	1079,581	962,789
21,360	4,449	6,390	6,900	5,689	1079,502	962,876
21,370	4,446	6,390	6,901	5,687	1079,542	962,768
21,380	4,446	6,395	6,901	5,688	1079,558	962,823
21,390	4,446	6,396	6,901	5,685	1079,567	962,659
21,400	4,440	6,388	6,901	5,690	1079,545	962,938
21,410	4,436	6,395	6,901	5,686	1079,554	962,752
21,420	4,433	6,389	6,901	5,688	1079,551	962,846
21,430	4,422	6,393	6,901	5,685	1079,555	962,695
21,440	4,415	6,375	6,900	5,689	1079,520	962,883
21,450	4,412	6,376	6,901	5,684	1079,549	962,625
21,460	4,411	6,380	6,901	5,686	1079,558	962,703
21,470	4,400	6,392	6,901	5,684	1079,572	962,610
21,480	4,408	6,386	6,900	5,687	1079,519	962,769
21,490	4,406	6,392	6,900	5,684	1079,503	962,594
21,500	4,415	6,387	6,900	5,685	1079,521	962,649
21,510	4,412	6,382	6,897	5,685	1079,337	962,655
21,520	4,423	6,367	6,896	5,685	1079,261	962,665
21,530	4,430	6,384	6,895	5,684	1079,236	962,615
21,540	4,436	6,392	6,896	5,683	1079,295	962,587
21,550	4,441	6,376	6,893	5,683	1079,122	962,581
21,560	4,443	6,369	6,895	5,684	1079,225	962,621
21,570	4,452	6,387	6,897	5,683	1079,317	962,570
21,580	4,449	6,379	6,896	5,683	1079,265	962,551
21,590	4,450	6,378	6,896	5,682	1079,285	962,509
21,600	4,447	6,368	6,896	5,680	1079,256	962,389
21,610	4,444	6,391	6,895	5,682	1079,221	962,517
21,620	4,443	6,375	6,895	5,681	1079,233	962,443
21,630	4,436	6,372	6,895	5,682	1079,224	962,501
21,640	4,428	6,359	6,895	5,679	1079,239	962,318
21,650	4,423	6,385	6,895	5,683	1079,245	962,570
21,660	4,416	6,382	6,895	5,677	1079,252	962,230
21,670	4,412	6,378	6,896	5,679	1079,253	962,319
21,680	4,404	6,367	6,896	5,678	1079,280	962,302
21,690	4,403	6,381	6,897	5,681	1079,345	962,451
21,700	4,409	6,380	6,895	5,679	1079,249	962,346
21,710	4,404	6,377	6,895	5,678	1079,234	962,292
21,720	4,418	6,375	6,894	5,678	1079,166	962,307
21,730	4,414	6,393	6,896	5,677	1079,258	962,244
21,740	4,426	6,371	6,894	5,678	1079,181	962,266
21,750	4,434	6,384	6,890	5,677	1078,963	962,257
21,760	4,436	6,380	6,891	5,677	1078,982	962,241
21,770	4,443	6,378	6,890	5,678	1078,961	962,292
21,780	4,445	6,367	6,890	5,678	1078,948	962,284
21,790	4,444	6,373	6,891	5,677	1078,979	962,209
21,800	4,456	6,376	6,891	5,678	1078,990	962,264
21,810	4,450	6,379	6,890	5,677	1078,952	962,250
21,820	4,449	6,365	6,890	5,675	1078,938	962,152
21,830	4,449	6,381	6,887	5,677	1078,777	962,231
21,840	4,441	6,366	6,890	5,676	1078,962	962,181
21,850	4,434	6,363	6,890	5,675	1078,926	962,152
21,860	4,432	6,370	6,890	5,676	1078,956	962,207
21,870	4,418	6,385	6,889	5,675	1078,896	962,106
21,880	4,414	6,379	6,886	5,674	1078,713	962,090
21,890	4,405	6,382	6,885	5,675	1078,674	962,101
21,900	4,407	6,389	6,885	5,675	1078,701	962,105
21,910	4,405	6,375	6,885	5,673	1078,692	961,997
21,920	4,405	6,378	6,886	5,674	1078,706	962,067
21,930	4,413	6,381	6,889	5,672	1078,872	961,982
21,940	4,414	6,364	6,889	5,676	1078,915	962,199
21,950	4,434	6,376	6,887	5,671	1078,765	961,921
21,960	4,428	6,367	6,886	5,672	1078,717	961,960
21,970	4,427	6,354	6,886	5,671	1078,704	961,914
21,980	4,427	6,372	6,885	5,671	1078,691	961,913
21,990	4,434	6,372	6,886	5,672	1078,749	961,942
22,000	4,430	6,370	6,886	5,671	1078,740	961,895
22,010	4,424	6,381	6,886	5,670	1078,727	961,862
22,020	4,431	6,382	6,885	5,672	1078,689	961,947
22,030	4,426	6,393	6,886	5,670	1078,711	961,846
22,040	4,430	6,366	6,886	5,671	1078,736	961,898
22,050	4,434	6,376	6,885	5,668	1078,685	961,762
22,060	4,429	6,374	6,885	5,671	1078,688	961,893
22,070	4,430	6,381	6,880	5,668	1078,421	961,719
22,080	4,429	6,360	6,880	5,669	1078,382	961,809
22,090	4,432	6,373	6,880	5,667	1078,379	961,685
22,100	4,428	6,372	6,879	5,668	1078,370	961,716
22,110	4,423	6,368	6,880	5,665	1078,379	961,586
22,120	4,421	6,355	6,880	5,667	1078,411	961,665
22,130	4,425	6,380	6,881	5,666	1078,430	961,639
22,140	4,425	6,365	6,881	5,666	1078,447	961,633
22,150	4,422	6,366	6,882	5,665	1078,506	961,588
22,160	4,428	6,360	6,880	5,666	1078,424	961,617
22,170	4,424	6,360	6,880	5,666	1078,376	961,628
22,180	4,426	6,365	6,880	5,665	1078,422	961,565
22,190	4,429	6,365	6,879	5,665	1078,347	961,571
22,200	4,434	6,370	6,875	5,664	1078,145	961,531
22,210	4,426	6,378	6,875	5,666	1078,139	961,626
22,220	4,426	6,366	6,875	5,664	1078,120	961,533
22,230	4,426	6,371	6,875	5,664	1078,114	961,545
22,240	4,431	6,359	6,875	5,660	1078,123	961,316
22,250	4,432	6,365	6,874	5,665	1078,080	961,549
22,260	4,429	6,351	6,875	5,663	1078,115	961,456
22,270	4,423	6,370	6,874	5,662	1078,083	961,401
22,280	4,429	6,366	6,874	5,660	1078,091	961,273
22,290	4,430	6,375	6,875	5,664	1078,146	961,508
22,300	4,429	6,360	6,875	5,661	1078,125	961,343
22,310	4,426	6,369	6,875	5,660	1078,101	961,326
22,320	4,425	6,364	6,875	5,659	1078,119	961,266
22,330	4,425	6,378	6,875	5,660	1078,139	961,291
22,340	4,423	6,362	6,876	5,659	1078,159	961,265
22,350	4,421	6,364	6,875	5,659	1078,134	961,258
22,360	4,421	6,369	6,875	5,659	1078,128	961,269
22,370	4,425	6,359	6,875	5,659	1078,114	961,259
22,380	4,431	6,351	6,874	5,660	1078,060	961,324
22,390	4,429	6,374	6,874	5,659	1078,093	961,250
22,400	4,431	6,361	6,875	5,659	1078,102	961,271
22,410	4,429	6,356	6,875	5,659	1078,100	961,245
22,420	4,423	6,356	6,875	5,660	1078,135	961,307
22,430	4,423	6,378	6,875	5,659	1078,137	961,265
22,440	4,428	6,371	6,875	5,659	1078,135	961,266
22,450	4,434	6,373	6,875	5,660	1078,137	961,294
22,460	4,431	6,344	6,875	5,659	1078,104	961,246
22,470	4,431	6,355	6,872	5,657	1077,984	961,124
22,480	4,428	6,358	6,871	5,656	1077,922	961,080
22,490	4,433	6,369	6,871	5,655	1077,885	961,002
22,500	4,425	6,354	6,870	5,658	1077,851	961,217
22,510	4,422	6,364	6,868	5,654	1077,751	960,966
22,520	4,428	6,366	6,865	5,655	1077,579	961,019
22,530	4,428	6,366	6,868	5,654	1077,766	960,970
22,540	4,422	6,349	6,870	5,656	1077,840	961,067
22,550	4,420	6,371	6,870	5,654	1077,874	960,983
22,560	4,421	6,356	6,870	5,654	1077,846	960,996
22,570	4,417	6,358	6,870	5,654	1077,832	960,948
22,580	4,418	6,365	6,870	5,654	1077,853	960,964
22,590	4,420	6,360	6,868	5,654	1077,739	960,970
22,600	4,424	6,354	6,866	5,652	1077,632	960,886
22,610	4,425	6,366	6,864	5,653	1077,536	960,924
22,620	4,430	6,358	6,866	5,653	1077,630	960,922
22,630	4,430	6,372	6,864	5,653	1077,530	960,939
22,640	4,425	6,347	6,864	5,653	1077,542	960,890
22,650	4,426	6,348	6,863	5,652	1077,491	960,855
22,660	4,421	6,355	6,865	5,651	1077,562	960,779
22,670	4,426	6,361	6,865	5,654	1077,569	960,967
22,680	4,429	6,363	6,865	5,651	1077,578	960,812
22,690	4,432	6,359	6,865	5,653	1077,569	960,889
22,700	4,432	6,356	6,865	5,651	1077,597	960,814
22,710	4,430	6,364	6,865	5,653	1077,581	960,910
22,720	4,430	6,350	6,864	5,649	1077,525	960,678
22,730	4,426	6,371	6,865	5,651	1077,582	960,805
22,740	4,424	6,351	6,866	5,650	1077,609	960,777
22,750	4,428	6,347	6,864	5,649	1077,537	960,711
22,760	4,421	6,344	6,864	5,649	1077,522	960,697
22,770	4,424	6,360	6,865	5,651	1077,568	960,831
22,780	4,418	6,363	6,865	5,648	1077,550	960,639
22,790	4,424	6,355	6,864	5,647	1077,535	960,611
22,800	4,424	6,344	6,864	5,649	1077,542	960,677
22,810	4,423	6,360	6,865	5,649	1077,548	960,679
22,820	4,428	6,355	6,864	5,649	1077,532	960,701
22,830	4,433	6,356	6,865	5,649	1077,556	960,683
22,840	4,429	6,352	6,864	5,648	1077,533	960,620
22,850	4,432	6,367	6,864	5,648	1077,530	960,625
22,860	4,426	6,355	6,864	5,648	1077,534	960,617
22,870	4,423	6,367	6,864	5,647	1077,543	960,591
22,880	4,429	6,361	6,865	5,647	1077,553	960,585
22,890	4,431	6,362	6,865	5,647	1077,568	960,587
22,900	4,432	6,356	6,865	5,647	1077,551	960,566
22,910	4,433	6,348	6,864	5,647	1077,531	960,588
22,920	4,434	6,343	6,864	5,647	1077,495	960,603
22,930	4,429	6,364	6,864	5,648	1077,521	960,635
22,940	4,429	6,339	6,864	5,649	1077,544	960,672
22,950	4,430	6,348	6,864	5,648	1077,546	960,641
22,960	4,429	6,364	6,864	5,648	1077,530	960,652
22,970	4,425	6,358	6,864	5,648	1077,542	960,616
22,980	4,427	6,340	6,864	5,646	1077,525	960,537
22,990	4,427	6,347	6,864	5,645	1077,538	960,492
23,000	4,430	6,338	6,864	5,646	1077,521	960,514
23,010	4,426	6,349	6,864	5,642	1077,510	960,291
23,020	4,427	6,338	6,865	5,645	1077,566	960,474
23,030	4,425	6,338	6,864	5,643	1077,534	960,379
23,040	4,418	6,350	6,864	5,645	1077,542	960,452
23,050	4,419	6,347	6,865	5,642	1077,551	960,291
23,060	4,430	6,345	6,865	5,644	1077,580	960,422
23,070	4,432	6,349	6,864	5,645	1077,542	960,457
23,080	4,430	6,359	6,864	5,644	1077,497	960,398
23,090	4,420	6,354	6,864	5,642	1077,547	960,286
23,100	4,424	6,343	6,864	5,642	1077,501	960,288
23,110	4,428	6,356	6,865	5,641	1077,585	960,279
23,120	4,427	6,363	6,865	5,640	1077,565	960,189
23,130	4,432	6,355	6,865	5,641	1077,585	960,239
23,140	4,437	6,352	6,860	5,641	1077,277	960,250
23,150	4,431	6,347	6,860	5,640	1077,304	960,217
23,160	4,433	6,347	6,859	5,639	1077,223	960,122
23,170	4,429	6,337	6,856	5,640	1077,091	960,193
23,180	4,425	6,341	6,860	5,640	1077,280	960,179
23,190	4,426	6,348	6,860	5,639	1077,285	960,152
23,200	4,430	6,341	6,859	5,640	1077,257	960,213
23,210	4,428	6,341	6,859	5,640	1077,252	960,193
23,220	4,422	6,330	6,854	5,635	1076,995	959,918
23,230	4,423	6,358	6,859	5,639	1077,227	960,159
23,240	4,427	6,345	6,859	5,636	1077,229	960,007
23,250	4,427	6,348	6,856	5,637	1077,055	960,030
23,260	4,429	6,333	6,854	5,635	1076,959	959,951
23,270	4,427	6,345	6,854	5,637	1076,979	960,036
23,280	4,425	6,337	6,855	5,635	1077,020	959,942
23,290	4,430	6,353	6,854	5,635	1076,965	959,925
23,300	4,429	6,333	6,854	5,635	1076,947	959,913
23,310	4,422	6,353	6,854	5,637	1076,953	960,036
23,320	4,421	6,334	6,853	5,634	1076,938	959,897
23,330	4,431	6,344	6,854	5,635	1076,987	959,901
23,340	4,428	6,354	6,854	5,635	1076,946	959,922
23,350	4,432	6,351	6,854	5,636	1076,964	959,982
23,360	4,427	6,345	6,854	5,634	1076,947	959,886
23,370	4,430	6,340	6,853	5,635	1076,924	959,914
23,380	4,430	6,334	6,854	5,635	1076,944	959,919
23,390	4,431	6,352	6,853	5,635	1076,937	959,928
23,400	4,431	6,331	6,854	5,634	1076,968	959,872
23,410	4,428	6,336	6,854	5,634	1076,977	959,859
23,420	4,422	6,350	6,853	5,633	1076,942	959,820
23,430	4,426	6,354	6,854	5,634	1076,968	959,877
23,440	4,424	6,330	6,852	5,635	1076,863	959,940
23,450	4,423	6,346	6,848	5,634	1076,617	959,846
23,460	4,432	6,350	6,848	5,633	1076,658	959,837
23,470	4,422	6,346	6,853	5,633	1076,911	959,805
23,480	4,428	6,343	6,849	5,634	1076,714	959,890
23,490	4,426	6,342	6,851	5,634	1076,791	959,856
23,500	4,425	6,336	6,848	5,633	1076,663	959,834
23,510	4,424	6,350	6,849	5,630	1076,700	959,647
23,520	4,429	6,330	6,849	5,634	1076,712	959,847
23,530	4,423	6,355	6,849	5,630	1076,711	959,649
23,540	4,429	6,338	6,849	5,631	1076,719	959,725
23,550	4,429	6,334	6,849	5,630	1076,690	959,635
23,560	4,424	6,343	6,849	5,632	1076,676	959,735
23,570	4,433	6,352	6,844	5,629	1076,423	959,620
23,580	4,423	6,347	6,844	5,630	1076,406	959,640
23,590	4,429	6,343	6,842	5,629	1076,308	959,621
23,600	4,429	6,336	6,843	5,629	1076,367	959,622
23,610	4,430	6,345	6,843	5,628	1076,389	959,564
23,620	4,421	6,335	6,843	5,629	1076,381	959,616
23,630	4,426	6,337	6,843	5,629	1076,387	959,578
23,640	4,423	6,333	6,843	5,629	1076,386	959,570
23,650	4,415	6,346	6,843	5,629	1076,369	959,587
23,660	4,426	6,351	6,844	5,628	1076,396	959,564
23,670	4,426	6,363	6,843	5,629	1076,364	959,612
23,680	4,418	6,346	6,843	5,629	1076,366	959,590
23,690	4,432	6,343	6,843	5,629	1076,357	959,613
23,700	4,418	6,328	6,837	5,628	1076,056	959,532
23,710	4,423	6,345	6,838	5,629	1076,112	959,584
23,720	4,422	6,337	6,838	5,628	1076,098	959,537
23,730	4,426	6,337	6,838	5,628	1076,112	959,552
23,740	4,427	6,329	6,838	5,629	1076,087	959,573
23,750	4,428	6,334	6,838	5,629	1076,076	959,608
23,760	4,428	6,333	6,838	5,628	1076,109	959,543
23,770	4,432	6,331	6,839	5,628	1076,126	959,555
23,780	4,422	6,330	6,838	5,629	1076,068	959,569
23,790	4,427	6,327	6,838	5,628	1076,102	959,523
23,800	4,429	6,326	6,838	5,627	1076,115	959,510
23,810	4,429	6,338	6,838	5,627	1076,085	959,488
23,820	4,427	6,335	6,839	5,626	1076,150	959,410
23,830	4,433	6,335	6,838	5,626	1076,114	959,420
23,840	4,417	6,327	6,839	5,627	1076,125	959,464
23,850	4,430	6,334	6,839	5,624	1076,128	959,337
23,860	4,421	6,336	6,838	5,623	1076,114	959,264
23,870	4,424	6,340	6,838	5,627	1076,110	959,486
23,880	4,421	6,330	6,838	5,624	1076,113	959,344
23,890	4,426	6,315	6,839	5,624	1076,162	959,335
23,900	4,429	6,320	6,838	5,623	1076,088	959,242
23,910	4,428	6,338	6,838	5,625	1076,088	959,363
23,920	4,417	6,324	6,838	5,623	1076,092	959,244
23,930	4,424	6,327	6,838	5,623	1076,114	959,288
23,940	4,420	6,328	6,834	5,623	1075,887	959,269
23,950	4,429	6,348	6,838	5,622	1076,078	959,215
23,960	4,424	6,329	6,838	5,623	1076,105	959,274
23,970	4,427	6,335	6,837	5,624	1076,049	959,295
23,980	4,425	6,319	6,833	5,622	1075,840	959,216
23,990	4,428	6,319	6,834	5,622	1075,852	959,230
24,000	4,422	6,317	6,833	5,622	1075,788	959,211
